id,Content,Time,Category_1,Category_2,Category_3,Category_4,Category_5,Category_6,Category_7,Category_8,Category_9,Category_10,Category_11
R_5hDM0tpVvErLIcB,Parking is untenable at oak parking structure near hospital.  Marguerite holds half the ground level lot to themselves and uses only a few spaces while everyone else parks three deep via the valets or gets ticketed.,10/14/13,,Marguerite,,,Parking,,,,,,
R_25WVG6O8WQLXk7r,have a bus going down el camino towards mountain view; there is a number of people live in MV and South Palo Alto areas.,10/14/13,,Marguerite,Other transit,,,,,,,,
R_bxxjU80py0MFoBD,"I am disable, so I have very limited options to walk or to bike into the campus.  ",10/14/13,,,,,,,,,,,Other
R_cOtQolzpeDBxmip,"I find most of the programs don't apply to me since I work 100 feet off-campus.  Not really fair.  Hard to get Stanford buses to create a stop, even though they drive right past my office at Serra and El Camino.  There are no buses going on or off campus that will stop near my office, but they drive right by every day (V and U lines)",10/14/13,,Marguerite,,,,,,,,,
R_0VSg12hpKo510EZ,"I love taking the Marguerite and/or U line from East Bay to campus but the parking becomes filled up after 7am. / It is difficult for me to arrive earlier than 630am (after 630 is when Ardenwood Park & Lot becomes full) because I still have to drop off my kid at school at 7am. / I attempted calling the Ardenwood Park & lot to pay for a reserved parking spot but they said that the reserved parking spot is full - that Stanford does not have a ""contract"" with them; only VA Palo Alto have a contract with them for reserved parking spots. / If reserved parking spots are available to Stanford employees, I would definitely take this opportunity to use Marguerite or Uline or Dumbarton again instead of driving alone.",10/14/13,,,,,Parking,,,,,,
R_29TbaQRCxqQh7P7,It would be great if the Marguerite would do the Sand Hill Road/Alpine Road loop every hour 0500-2100 stopping at the SamTrans bus stops in Ladera and Portola Valley. I made a mistake early on in the survey. My zipcode is 94028.,10/14/13,,Marguerite,,,,,,,,,
R_8kuci7FZQclUzl3,Stanford really provides good facilities for encouraging people to use more public vehicles and it really helps to save our environment and energy.,10/14/13,,,,,,,,,,Survey/s,
R_0dHkJaj5SZCsnB3,"This is possibly out of your control, but I would love to see a rider education campaign encouraging Marguerite (and CalTrain) riders to ""drop the backback"". Many people wearing large and filled backpacks don't realize they're banging into those seated when them move, turn, etc. Also, when vehicles are filled to capacity, backpacks take up a lot of space unless they're dropped to a persons feet. Removing backpacks from a persons back creates more room, and helps alleviate seated riders from having their heads banged and glasses knocked off their faces (which has happened to me). Again, I realize this isn't anything P&TS may be able to do, but an education campaign might be nice to see.",10/14/13,,Marguerite,,,,,,,,,
R_3yi8SAZvOkaMVff,"I was very happy when the TECH line was introduced, however, since the route has changed, I've had to stop riding it. Now it goes from the Embarcadero site to the Caltrain station, then you have to catch the X or the Y line to come into campus. This adds an additional 15-20mins to the commute (even more if there is traffic). Plus, I would drive to the Embarcadero site, then get on the TECH line, get off and Caltrain, and then get on the X line and repeat the whole process again in the evening.  I have an child care but after the route change, I would be regularly late and would be charged additional for child care. I think it's impractical to use transit if you live 15 - 20 mins away by car but it takes you upwards of an hour (many time hour and half) to get home. Therefore, I had to switch to driving again. I hope more residential shuttles are offered that go directly from Embarcadero to campus. I would definitely start riding again. ",10/14/13,,Marguerite,,,,,,,,,
R_aVRim3qK3yNsU6N,I have previously asked for assistance with getting an option sent to me for commuting but was told that the only option would be for me to wait for the late shuttle at 11:45pm. This just isnt an option for my return trip home ( I leave @ 10:30pm) I don't receive the same flexibility as the earlier shifts; thus equals I get less benefits as an employee.  ,10/14/13,,Marguerite,Other transit,Commute Club,,,,,,,
R_4IQNcKJPlFdHvj7,"I would like to see at least one of the U line or Ardenwood Express buses come to the main oval first for pick up in the afternoon because it's always full of Med. Ctr. employees before it reaches the oval and we have to stand up which is not fair.  One bus can come here first then go that route like it was in the past.  There's no reason for both buses to come to the oval last.  It's just not fair for some employees because the Med. Ctr. which is the majority of the bus occupancy get to board the bus first.  They should have their own bus or at least have one of the afternoon buses come to the oval first then head to the Med. Ctr. that way it gives everyone a chance to board one bus first.  They could remain on their scheduled time, however, have one bus go in the opposite direction instead both of the buses coming to the oval full.",10/14/13,,Marguerite,Other transit,,,,,,,,
R_bKEImcyEx9m74sl,"If I didn't have to go to various doctor's/school appointments for my daughters regularly, I could take better advantage of the great commute options. ",10/14/13,,,Other transit,,,,,,,,
R_9ueFxdOLvvqFjSt,I these above programs are a great option. ,10/14/13,,,,,,,,,,,
R_bwJuPpoZocr4K7X,"ALTHOUGH I'M NOT A FULL TIME EMPLOYEE, I WORK JUST UNDER 20 HOURS A WEEK, IF I WERE ABLE TO USE TRANSIT PASSES, I WOULD HIRE  A DOG SITTER AND NOT BRING HIM TO WORK.  AS IT IS, HE WOULD HAVE TO SIT AT HOME FOR ALMOST 9HOURS AND I WOULD HAVE TO PAY HIGH FEES FOR PARKING MY CAR AT CAL TRAIN, PLUS PAY FOR THE TRAIN RIDES.   /  / IN ADDITION, AT LUNCH TIME WHEN I'M GOING TO AN EVENT ON CAMPUS, IT'S QUICKER FOR ME TO WALK BECAUSE THE MARGUERITE DOESN'T ARRIVE OFTEN ENOUGH.  IF IT DID, I WOULDN'T GET SWEATY AND GET BACK TO WORK QUICKER.",10/14/13,,,,,,,,,,,Other
R_8pGLay58ClSqRVz,Again I stress the rules of the road should apply to bikes. Bikes should also be restricted from pedestrian walkways,10/14/13,Bike,,,,,,Walking,,,,
R_ezaO7yASfSb6x93,"The ability to come and go from campus on Pasteur Drive by bicycle has gotten TERRIBLE with all of the construction, which seems like it will be quite long-term.  It is abysmal and I am surprised that the Transportation folks have no apparent concern for this aspect.  I would not be surprised if there is a terrible accident involving bicyclists on the uneven road surface, confused drivers, narrowed roadways, criss-crossing traffic, bike riders on sidewalks, etc.   The current conditions will lessen interest in bicycle commuting.",10/14/13,Bike,,,,,,,,,,
R_e9f7wb8xQmgpWhT,Having the option of ordering my parking scratchers on line is such a time saver and so convenient!!  It saves me time in not having to travel to Bonair to stand in line to buy them.  Thank you for providing this option for us!!!!,10/14/13,,,,,,,,,P&TS website and/or online ordering system,,
R_6m1GXSWLN0Y3nTv,"Cal train stops at 5:00 pm on weekdays to my town.  therefore, unable to get home without multiple transfers for my daily commute.  Not feasible.",10/14/13,,,,,,,,,,,
R_6PbzmXiKJdUAloh,i wish the folding bike subsidy had been in effect when i got mine 3 years ago!,10/14/13,Bike,,,,,,,,,,
R_0OCSvux7BWtA0oR,I wish these kinds of surveys would help make some changes so more or different options would be available for people who dont necessarily want to drive.,10/14/13,Bike,Marguerite,Other transit,,,,Walking,Carpooling/Vanpooling,,,
R_0VDrHorkpARXSpn,"I'm very happy with everything I never had any problems, the only thing is maybe lower the cost of A parking. ",10/14/13,,,,,,,,Carpooling/Vanpooling,,,
R_37NTVfwkgJoIRN3,"A later work schedule (example: 9:30am - 6:30pm) allowing me to commute during non-peak time is much harder to do given the lack of ""C"" parking permit available parking this time of the morninig. I would be much more likely to travel during these hours if I could be sure to find a parking space.",10/14/13,,,,,Parking,,,,,,
R_298DqQWJW4KFMKV,Telecommute,10/14/13,,,,,,,,,,,Other
R_aUU1a7o6l6RqyvH,I see many coaches for the Apple campus commute in my neighborhood but there are none for Stanford.  The parking at Stanford is costly and yet you often can't get a parking spot.  Why are we paying for parking at Stanford when there is so little?,10/14/13,,,Other transit,,Parking,,,,,,
R_0OElADTZ9e65tiJ,I am a big fan of the incentives to avoid commuting by car. This is a well designed and well run program that is always keeping itself fresh by offering new incentives.,10/14/13,Bike,Marguerite,Other transit,Commute Club,Parking,Events,Walking,Carpooling/Vanpooling,P&TS website and/or online ordering system,Survey/s,
R_9yHupSYtzCKBN0V,I would like Stanford to have commuter shuttles instead of just the Marguerrite because the Caltrain is unpredictable. Commuter shuttles to San Jose/Willow Glen area would be nice. ,10/14/13,,,,,,,,,,,
R_1NqSVTZFIfNbkr3,It would be great if the free ECO and GO passes are made available to post docs.,10/14/13,,,Other transit,,,,,,,,
R_0i8nsoQNG5WpXRX,I am very disappointed that the Bohannon line of the Marguerite newly has reduced hours. This is my primary mode of transportation and I regularly used the 7-8am trains from the Menlo Park caltrain to the hospital and the 6:30 train home. ,10/14/13,,Marguerite,,,,,,,,,
R_1A3C8PNA5ICZlI1,"didnt know about the discounted helmets, or folding bike subsidy.  would like to learn more",10/14/13,Bike,,,,,,,,,,
R_bC8hOSaAz7hRl2t,I would really like to have the Go Pass back!  I had it when I first arrived on campus as a grad student (2004-2005) and it was great.,10/14/13,,,Other transit,,,,,,,,
R_ezfowbEAPPwdG2p,"I have a folding bike, but have never heard about the folding bike subsidy.  If you have such a great program, you should advertise it more effectively. / As a graduate student or postdoctoral scholar, the major mean of communication is email.  However, the most important message should be included in the title.  If you really want to effectively advertise some programs, you should put the name of the program in the email title.",10/14/13,Bike,,,,,,,,,,
R_3vBIOJAvmBEQcEl,Stanford desparately needs a Go Pass program for graduate students. It's outrageous one doesn't already exist.,10/14/13,,,Other transit,,,,,,,,Other
R_7Wg8N8XWTi6tJat,I love the Caltrain pass. By far the most important aspect to my car-free commuting.,10/14/13,,,Other transit,,,,,,,,
R_0SPqYb7cOX7A9M1,"I would be very interested in free parking off-campus, such as at SLAC, and then taking the Marguerite to my office.  I think there should be reduced price stickers for very far-away lots, and then use the shuttle to get to the main campus. This would be especially attractive if the lots were right off the freeway (280 or Dumbarton).  A large amount of the time of my commute is getting from the freeway to the middle of campus; I would be happy to do this part by shuttle.",10/14/13,,,Other transit,,Parking,,,,,,
R_d129mprsorSzIzz,Stanford should provide Free Caltrain Pass for Post-docs who live more than 15 miles away,10/14/13,,,,Commute Club,,,,,,,
R_exsXMKu9FQWXRGJ,"I live rather far from Campus and public transportation is not an option for me. It's very unreliable, I have to take too many connections and as a result I would have to spend too much time on the commute. Besides, driving gives me much more flexibility with my time and schedule. I have an ""A""  permit and even in that case it's almost impossible to find parking later than 10:00am. This is very irritating. ",10/14/13,,,,,Parking,,,,,,
R_9Mjq9tjl41RQBDv,It seems there are less shuttles to Caltrain at the 6:00 pm time and I have missed my train because of this.,10/14/13,,Marguerite,,,,,,,,,
R_8bHBMj7YGUcpLsV,"I would be very interested in your ""Folding bike subsidy"" program. I may have to go research that one. I have a friend who lives about 4 miles away that I could park at and ride in if I had a bike.",10/14/13,Bike,,,,Parking,,,,,,
R_9AbHPJ0AExrPLTL,"I would like to see a better timed Cal Train that goes to MOrgan Hill/ Gilroy area.  My schedule is from 730am-430PM.  The morning commute trains are fine, but the afternoon trains are very limited leaving at 4:03pm, and 5:30. Getting off work at 4:30 I would almost be home already if I caught the 5:30 train.  A departing train at 4:30 or even 4:45 would make a lot more sense as most people get off at 4, 430 and 5.  ",10/14/13,,,Other transit,,,,,,,,
